id,url,source_name,source_url,title,subtitle,author_name,publish_date,content,top_image_url,top_image_caption,created_at,tags,categories
2275,https://timesofmalta.com/article/4000-participants-sunday-marathon-traffic-restricted-certain-roads.1106972,Times of Malta,https://timesofmalta.com,"4,000 participants for Sunday marathon. Traffic restricted in certain roads",Series of road-running races start early in the morning,Times of Malta,22/03/2025,"The fourth edition of the La Valette Malta Marathon will draw 4,000 participants on Sunday.  Organised by local sports events organiser, Corsa, the event offers a series of road-running races, including the full marathon (42km), half marathon (21km), walkathon (21km), 10km race, 5km race, and 1km kids' fun run, as well as corporate team events, and team relays.  Corsa was founded in 2021 by long-distance runner Matthew Pace, and triathletes Charlie Demanuele and Fabio Spiteri.  The La Valette Malta Marathon drew 722 participants in its first edition, increasing to 3,979 registrations for the 2024 edition.  Traffic through the following roads will be impacted:  5am: Triq Ghajn Tuffieha 5.30am: Triq it-Torri, Sliema 6am: Birgu Waterfront 6.30am: Coast Road (near Salini) 7am: Xatt Juan B Azzopardi, Senglea 7.30am: Valletta ring road (one way), Valletta ring road (near Fisheries Department), Kordin hill. The event finishes at 12.30pm.",https://cdn-attachments.timesofmalta.com/3c2df6057b07419b0ee5386d10a1a3d2f0913968-1742646342-f7baf1f9-1920x1280.jpeg,The event has grown in popularity.,2025-07-03 15:06:04.873481+00,"{Athletics,National,Sport,Traffic}",{}
2271,https://timesofmalta.com/article/car-drivers-offered-25000-give-licence-five-years.1106980,Times of Malta,https://timesofmalta.com,"Car drivers to be offered €25,000 to give up licence for five years",Incentive will be part of broader measures,Daniel Ellul,23/03/2025,"The government plans to pay drivers €25,000 if they give up their licence for five years, Times of Malta is informed. Aimed at reducing the number of cars on Malta's roads, the measure is expected to be announced soon alongside a number of other such policies. Licence holders who own a car and have been driving in Malta for at least seven years will be offered €5,000 a year for five years in exchange for giving up their licence.       Drivers who have a change of heart and decide they want their licence back during that time will have to pay an undisclosed penalty to do so.  The measure will only apply to owners of passenger cars - meaning motorbikes, commercial vans and other such vehicles will be excluded - and will apply to all car-owning drivers with seven years of experience, irrespective of age.  While policymakers privately acknowledge that they would like Maltese citizens to be the primary beneficiaries, anyone who qualifies will be eligible. Cabinet has already approved the measure but some of its detail is still being fleshed out, sources said.  One aspect which has yet to be clarified is what form the payment to applicants will take. Payments could be made in the form of cash grants, which would bump up government expenditure, or tax rebates, which would instead reduce government income.  Nevertheless, government sources said they are keen to introduce the measure this year.  The policy is among those forming the first phase of traffic-reducing measures pledged by Transport Minister Chris Bonett. Measures will continue to be rolled out across an 18-month period and are expected to cost tens of millions of euros in total.   Malta's problem with traffic is well-documented and official statistics lay out the extent of the problem.   As of the end of last year, there were 445,711 registered motor vehicles in Malta. Over 70 per cent of those, 313,665, were private cars, National Statistics Office data shows - a 20 per cent increase over the same figure a decade earlier, in 2014.  While the government has invested extensively in road infrastructure and subsidies to make public buses free of charge in the past years, attempts to limit the growing flow of traffic have been otherwise limited.  A much-promoted report into a metro system unveiled in 2021 proved to be a pre-electoral red herring and suggestions of dissuading drivers by introducing unpopular measures such as parking fees or congestion charges - or removing subsidies on fuel - have been shot down.  Offering drivers a cash incentive to turn in their licence is an unusual policy move, with few parallels globally. Far more common are car scrappage schemes, in which drivers are offered a cash or tax incentive to scrap old vehicles in favour of newer, less polluting ones. Malta has had such a scheme in place for years.   Policymakers admit that the €25,000 incentive will not be a silver bullet to solve traffic woes but argue that it is part of a broader series of measures intended to get cars off the road.  In an extensive interview last autumn, Bonett had also suggested finding ways of encouraging young people to not get a licence in the first place, increasing the use of ferries and introducing a new category of licence plate that would restrict drivers to using those vehicles at set days or times.  Soon after, Bonett formally unveiled several traffic-busting ideas for public feedback. The measures span all aspects of transportation, from cycling strategy documents to plans to overhaul Malta's public bus routes and are focused on incentivising behavioural change rather than punishing road users, the minister said.",https://cdn-attachments.timesofmalta.com/e1e88ef7164f3d91ef36d8d3eb12a9d7b2781103-1742653482-0b265aeb-1920x1280.jpg,The number of cars in Malta has been increasing steadily over the years. Photo: Matthew Mirabelli,2025-07-03 15:06:03.938429+00,"{National,Traffic,Transport}",{}
2285,https://timesofmalta.com/article/sceptical-response-offer-25000-ditch-driving-licence.1107016,Times of Malta,https://timesofmalta.com,"Sceptical response to offer of €25,000 to ditch driving licence",Effective enforcement would be needed for the policy to succeed,Daniel Ellul,24/03/2025,"A government plan to offer €25,000 to people who give up their driving licence has had a largely sceptical reaction from both experts and the public. The money could be much better spent on other initiatives to reduce traffic, a transport expert said yesterday. ""We know how to shift people away from cars,"" Suzanne Maas, who holds a PhD in sustainable mobility, said. ""Safer walking infrastructure, frequent crossings, protected bicycle paths, more shade, more frequent public transport, and possibly a bus rapid transit system are all ways to get people away from cars."" Removing Malta's generous fuel subsidies would also disincentivise car use, she said. Those solutions, however, would mean taking space away from cars and irking car owners, added Maas, who is also Friends of the Earth's climate campaign coordinator. ""That is something the government seems unwilling to do, so they would rather just throw money at the problem. ""To bring changes, you cannot only use the carrot; you need the stick as well. The solutions might not be popular at the start, but they work,"" she said. On Sunday, Times of Malta reported that the government plans to pay drivers €25,000 if they give up their licence for five years. Sources said that licence holders who own a car and have been driving in Malta for at least seven years will be offered €5,000 a year for five years. The measure is expected to be announced soon alongside a number of other such policies designed to reduce traffic on Malta's congested roads. Like Maas, Jonathan Sammut, an MCAST lecturer and alternative mobility activist, called for more disincentives as a way of doing so. ""If the government wants to promote alternative means of commuting and discourage use of personal cars, anyone who studied economics ‒ even if just at O level ‒ would say that the first thing that would need to be done is to remove the subsidies on fuel. You don't subsidise something that you want people to make less use of,"" he said. Others, including Adrian Galea, who heads Malta's insurers' lobby, questioned whether the €25,000 handout would only entice people who have already stopped driving. He asked whether all licence holders, irrespective of age, usage and so on, would qualify, and what controls the authorities intend putting in place to curb any abuse. ""What matters most is that this measure is not considered as a path to easy money by selling or giving up your licence when the licence holder seldom uses the car or wasn't a user anyway. It would be very difficult to ascertain this as data is probably lacking,"" Galea said. He added that effective enforcement would be needed for the policy to succeed in taking cars off the road, comparing it to the government's lack of willingness to tackle drunk and drug driving. ""We are now being bombarded with reports about the [easy] availability of drugs ‒ not just cannabis ‒ which sadly is another concern on top of alcohol consumption before driving. It is very clear that the government's apathy or unwillingness at tackling this issue will continue to have its effect on road safety. ""Introducing measures such as this exchange of licences for payments will only succeed if properly enforced."" Meanwhile, most commenters on social media and the Times of Malta comments board expressed doubts over the plan. ""I would have imposed a limit on drivers over 65 years of age, since these are already potentially not going to work on a daily basis and thus are not the major contributors to traffic, especially during peak hours,"" K. Zahra said. ""So I get €25,000, drive without the licence and when I get caught, I'll pay the fine,"" another woman commented on Instagram. Others said that before ditching their private car, suitable alternatives are needed. ""I'm ready to do it... but the public transport needs to be up to standard. If the bus says it will pass at 12:10, it needs to pass at 12:10."" Others pointed out the initiatives would mostly benefit non-Maltese residents who decide to go home after receiving the money. Among them was former PN shadow transport minister Adrian Delia. ""So foreign drivers who have been around for seven years will get a smashing bonus of €25,000 to go back home,"" Delia, who had the health portfolio in the PN's shadow cabinet last year, said. Malta's problem with traffic is well-documented and official statistics lay out the extent of the problem.  As of the end of last year, there were 445,711 registered motor vehicles on the islands. Over 70% of those, 313,665, were private cars, National Statistics Office data show. This is a 20% increase over the same figure a decade earlier.  While the government has invested extensively in road infrastructure and subsidies to make public buses free of charge in the past years, attempts to limit the growing flow of traffic have been otherwise limited.  A much-promoted report into a metro system unveiled in 2021 proved to be a pre-electoral red herring and suggestions of dissuading drivers by introducing unpopular measures such as parking fees or congestion charges - or removing subsidies on fuel - have been shot down.",https://cdn-attachments.timesofmalta.com/4ff87fed8c6c96e7de11ec6c2b304b4a95e0a6fe-1742748819-602e9c70-1920x1280.jpg,"‘To bring changes, you cannot only use the carrot; you need the stick as well,’ transport expert Suzanne Maas said. Photo: Shutterstock.com",2025-07-03 15:06:07.352625+00,"{National,Traffic,Transport}",{}
2137,https://timesofmalta.com/article/17yearolds-offered-cash-incentive-defer-driving-licence-21.1107273,Times of Malta,https://timesofmalta.com,"17-year-olds to be offered €6,000 to defer driving licence until 21",Proposal to reduce scooter driving age and financially incentivise teens to use them,Times of Malta,28/03/2025,"Teens who choose not to get a car driving licence until they turn 21 and ride a scooter instead could receive a €6,000 cash grant, under a plan being explored by the government.   Sources close to the Transport Ministry told Times of Malta that the measure - first revealed by Malta Today earlier on Friday - is another in a series of incentives being planned to ease traffic on roads.  If enacted, the proposal would see 17-year-olds eligible for a €1,500-per-year grant if they renounce the opportunity to sit for a car driving licence until they turn 21.  To ensure they can still be mobile, authorities would like to reduce the minimum driving age for scooters to 17, in line with a Brussels-approved plan to revise EU-wide driving rules to allow member states to lower minimum driving ages.  The plan is to allow teenagers who apply for the €1,500 grant to sit for and obtain a scooter licence.   It is the second grant-focused incentive being mulled to reduce traffic.  On Sunday, Times of Malta reported that driving licence holders who own a car and have been driving in Malta for at least seven years will be offered a €25,000 incentive to give up their licence for a five-year period.   Authorities are still ironing out details of that plan but say there will be strict penalties for anyone who applies for that scheme but then has a change of heart during the five-year period.   Bonett had hinted at some of the measures in an interview with Times of Malta in September 2024, including increasing the use of ferries and introducing a rapid bus transit system.  Back then, he said the government was mulling measures that would allow people to forfeit their driving licence for a financial incentive and disincentivise young people from learning to drive. He also said he would not be implementing any of the incentives until at least April because ""we must get this right"". The following month, Times of Malta revealed that the government was also planning on introducing a park-and-ride system to ease congestion in areas known as severe traffic hot spots. Then in November, the transport ministry unveiled its ideas and asked the public for feedback. The ministry is expected to unveil the final measures in the coming days.",https://cdn-attachments.timesofmalta.com/52bad0cf0aeb3869a37e49616aa2a636a8ec0b8e-1743161797-7f373202-1920x1280.jpg,"Would teens opt for a light motorcycle instead of a car if they get €1,500 in return? File photo: Shutterstock",2025-07-03 15:05:30.543239+00,"{Environment,Government,Motoring,National,Traffic,Transport}",{}
2087,https://timesofmalta.com/article/maximum-2500-cars-off-road-15m-cashforlicences-plan.1107497,Times of Malta,https://timesofmalta.com,"Maximum 2,500 cars off the road in €15m cash-for-licences plan",Figure equates to less than one per cent of all driving licences issued in Malta,James Cummings,02/04/2025,"Government plans to offer money in exchange for motorists giving up their car licence could mean a maximum of 2,500 fewer drivers on the road this year, according to experts. The figure equates to less than one per cent of all driving licences issued in Malta, according to figures provided in parliament two years ago. Last week, Transport Minister Chris Bonett announced a slew of measures to tackle the perennial issue of traffic blighting Malta's roads. Among the measures were plans to offer €25,000 to motorists willing to give up their car for five years and €6,000 to those opting to ride a motorcycle instead for four years. But experts Times of Malta spoke to expressed doubts in the effectiveness of the licence measures - and others floated by the ministry. Bonett told reporters that the government intended to spend between €10 and €15 million to implement all the various measures being planned, which also include new bus routes, grants for motorcycles and carpooling tax incentives. A Transport Ministry spokesperson on Tuesday stressed the €15 million budget ""refers to the allocation for the measures being implemented and paid for till the end of this year"". He said, ""It does not take into account additional initiatives currently under discussion where key variables still need to be finalised and costed,"" adding the government was ""committed towards instilling a culture change in the transport sector"". Assuming the maximum amount is allocated and that all that money is allocated to people who choose to swap cars for motorcycles, 2,500 car drivers will be taken off the road. The figure was calculated by dividing the total €15 million budget by the €6,000 cost of incentivising a driver to exchange their car for a motorbike for four years. Just 600 car drivers taken off roads Transport academic Suzanne Maas noted that if that €15 million budget is used on the €25,000 incentive for drivers, just 600 car drivers will be taken off Maltese roads. ""And that's if they allocate the entire €15 million to the licences,"" she said. ""If they allocate only a third of the budget, that would only be 200 drivers... Is that going to make much of a difference?"" She added it was unrealistic to expect the government to spend the entire budget on licensing measures, given that other measures in the proposals will also require funding to put into practice. ""The licence scheme will take so much money and have little effect... It's so much money given to so few people,"" said Maas.  He said Pembroke - one of the areas slated for a park and ride - had been earmarked for such use ""for years now, but it's been a total failure"". And he questioned whether government sites would have enough spaces to accommodate public parking. Expressing doubts on shifting services to off-peak hours, he noted that, even if rubbish was collected at night, for example, ""people, especially in touristic areas, will still be walking past bags of rubbish when out for an evening walk"". 'Drastic measures' Meanwhile, questioning the effectiveness of measures to improve take-up of public transport, Galea asked why traffic did not appear to have reduced following transport becoming free.   Asked whether his locality would be able to free up parking spaces for motorbikes, the St Paul's Bay mayor said there were already ""many more vehicles than car parking spaces available"" in the busy tourist location.   ""Unless we talk about drastic measures - which no government seems willing to do - we can't get far on this"".  Asked about which drastic measures he could be referring to, Galea suggested looking into the possibility of limiting the number of cars with one person inside entering Valletta - in a bid to encourage carpooling - and said paid parking spaces could disincentivise car use. Pedestrianised streets and banning SUVs Maas, who holds a PhD in sustainable mobility from the University of Malta, noted that while ""some measures are good"" she expressed doubts about those focused on creating more parking spaces, stressing such measures instead ""invited car use"". The academic noted that high streets only open to buses and pedestrians were ""very common abroad"" and said consumers were less likely to frequent areas with more cars, noting that removing cars from some areas could increase commercial high street activity. Maas - a Friends of the Earth Malta campaign organiser - said the government should consider limiting the number of cars per household and ""definitely"" limit the number of cars nationwide. She also called for a ban on large vehicles such as SUVs. ""Restrictions are definitely needed,"" said Maas.",https://cdn-attachments.timesofmalta.com/1704cdedaf153e90545ec145104af4abd549a95c-1743523821-f7089e09-1920x1280.jpg,Suzanne Maas (left inset) and Ċensu Galea (right inset) questioned whether the number of drivers taken off the road would make much difference. Photos: Times of Malta/Inigo Taylor/Censu Galea/Facebook,2025-07-03 15:05:17.464297+00,"{National,Roads,Traffic,Transport}",{}
2028,https://timesofmalta.com/article/here-10-maltese-roads-likely-get-ticket.1107599,Times of Malta,https://timesofmalta.com,Here are the 10 Maltese roads where you're most likely to get a fine from TM,Chris Bonett answers a parliamentary question put forward by Jerome Caruana Cilia,Daniel Ellul,03/04/2025,"The road from the Valletta World War II monument to Castille is the street that saw the most traffic fines being issued by Transport Malta in the first quarter of last year. The list does not include traffic fines issued by police and LESA. Data provided to parliament by Transport Minister Chris Bonett shows that 102 contraventions were given out on Triq Girolamo Cassar in January, February, and March, 2024. The 100 infringements issued on a street in the Corradino Industrial Estate, It-Telgha ta' Ras Hanzir, made it the second street where most tickets were issued.  Ninety-one tickets were handed out at the airport, the data shows. Bonett was answering a parliamentary question put forward by PN MP Jerome Caruana Cilia, who asked for the 10 roads in Malta where the most citations were issued during the first three months of 2024. A spokesperson for the ministry clarified the data presented reflects fines issued solely by Transport Malta. Also featuring in the list is Triq Giuseppe Garibaldi - Marsa (79), Triq il-Mitjar - Luqa (73), Triq San Pawl - Valletta (62), Coast Road - Naxxar (56), Hemsija - Rabat (51), Triq Elija Zammit - St Julian's (46), Triq il-Buqana - Rabat (43).",https://cdn-attachments.timesofmalta.com/d37e0f06db4dc768b46df2d9a693dbb58e159398-1743686917-f4675a22-1920x1280.png,The data provided to parliament.,2025-07-03 15:05:01.35098+00,"{National,Traffic,Transport}",{}
2040,https://timesofmalta.com/article/bonett-reverses-decision-raise-age-requirement-vintage-cars.1107595,Times of Malta,https://timesofmalta.com,Bonett reverses decision to raise age requirement for vintage cars,"'I admit we were a bit hasty with the measure', says the transport minister",Mark Laurence Zammit,03/04/2025,"Updated 9.30pm Chris Bonett has reversed his decision to raise the age requirement for cars to be considered 'vintage'. Speaking in a Times Talk episode that will be released next week, the Transport Minister said that after consulting with classic car enthusiasts he realised he ""may have jumped the gun"" when he announced the measure. ""I admit we were a bit hasty with that measure. I don't mind admitting that, and I don't think it's a sign of weakness to admit a mistake. Rather, it shows you're serious,"" he said. ""I still agree with the measure but I may have jumped the gun when I announced it. We want to protect the hobby of vintage cars while making sure nobody abuses the system."" Currently, cars that are older than 30 years are exempted from annual licence fees and must only pay an annual €8 administrative fee, provided the vehicle does not exceed 3,000 kilometres per year. Vintage vehicles are marked on Maltese roads with a black number plate. But the authorities observed that some drivers were passing off their old cars as 'vintage', managing to pay very low licence fees for a car they use every day and which is not a classic car at all. Moreover, 'hundreds' of old, second-hand vehicles are being imported every year and registered as vintage cars but used as ordinary cars for every day transportation by abusing the loophole in the system. Last week, as part of a raft of measures aimed at tackling Malta's chronic traffic congestion, Bonett announced the government would curb vintage car abuse by introducing a measure that stipulates that vehicles must be 35 years old to qualify for a black number plate and that they will be subject to inspections. But during the filming of Times Talk on Thursday, Bonett told Times of Malta he will amend that measure and that he takes full responsibility for the oversight. ""We're not after people's hobbies,"" he said. ""We only need to make sure that the fees for classic car enthusiasts are not abused by people who want to keep their junk cars on the road."" Later on Thursday the Minister said on Facebook that there was an agreement on the decision following a meeting with the Maltese Vintage Vehicle Federation.  ""The purpose of the meeting was to understand where we want to go as a Government, to remove from our roads ordinary cars that are being used under the guise of being 'vintage' and abusing the system, while protecting those who invest in truly classic cars,"" he wrote. ""We agreed on everything, and in the coming weeks, after the necessary legal work is done, we will announce how the reform, which everyone agrees we need, will work. ""What I can anticipate from now is that we are satisfied that we can achieve our goal without raising the car age requirement from 30 to 35 years. In fact, we will introduce measures that will strengthen this hobby."" Unplanned measures - PN One hour after the Nationalist Party held a press conference in Msida on Thursday criticising the government's proposals, transport minister Chris Bonett admitted he had changed his mind about the vintage car scheme, the Opposition said. In a statement, the PN said this ""further confirmed just how Saturday's anouncement was unplanned and without consultation."" ""Bonett reversed this measure following the pressure made by the Opposition in the last days in parliament and outside,"" the PN said.",https://cdn-attachments.timesofmalta.com/3959182accfdd068b12ee2aaf6eeb7dd233bd8c6-1743688415-efac259f-1920x1280.png,Times Talk with Chris Bonett will be released next week. Photo: Karl Andrew Micallef,2025-07-03 15:05:04.648591+00,"{National,Podcast,Timestalk,Traffic,Transport}",{}
1882,https://timesofmalta.com/article/man-53-seriously-injured-restoration-works-pieta-building.1108056,Times of Malta,https://timesofmalta.com,"Man, 53, seriously injured during restoration works in Pietà building","Police, Occupational Health and Safety Authority are investigating",Times of Malta,11/04/2025,"A 53-year-old man was seriously injured on Friday while carrying out restoration work in a Pietà building. The police said the Moroccan national from St Paul's Bay was injured at around 1pm. The accident was reported in a building on Triq San Luqa in Pietà. He was rushed to Mater Dei Hospital, were it transpired he had suffered serious injuries. Investigations by the police and the Occupational Health and Safety Authority are ongoing.",https://cdn-attachments.timesofmalta.com/c05bd6c498cf195e51fffad750b569b46ff17fff-1744381423-84322703-1920x1280.jpeg,File photo: Times of Malta,2025-07-03 15:04:24.247461+00,"{Accident,Health,National,Pietà,Police}",{}
1822,https://timesofmalta.com/article/worker-injured-scaffolding-collapsed-msida-creek-project.1108227,Times of Malta,https://timesofmalta.com,Scaffolding collapse at Msida Creek Project leaves worker injured,Triq Mikiel Anton Vassalli is currently closed off,Giulia Magri,15/04/2025,"A 33-year-old man was taken to hospital after a scaffolding collapse as works are undergoing on the Msida Creek Project.  A police spokesperson said the accident happened at around 11am on Tuesday, when scaffolding on Triq Mikiel Anton Vassalli (Regional Road) collapsed. The construction worker, a 33-year-old Luqa resident was taken to Mater Dei Hospital.  In a statement, Infrastructure Malta said the worker sustained ""minor"" injuries and is responsive.  The three-year infrastructure project, which aims to ease traffic on one of the country's busiest roads, got underway in November last year.  Works so far have included concrete piling and sheet piles to delineate and create the opening of a water canal. Some of the concrete piles and columns for the flyover are also in place. The flyover will take traffic from Msida to Tal-Qroqq.",https://cdn-attachments.timesofmalta.com/76a927b460ccea1fdd14594bc75a0389854c4f9e-1744712767-8bd08117-1920x1280.jpeg,The scaffolding fell during works on the Msida Creek Project. Photo: Jonathan Borg,2025-07-03 15:04:08.695164+00,"{Accident,Msida,National,Police}",{}
1814,https://timesofmalta.com/article/coming-soon-chris-bonett-answers-questions-new-traffic-measures.1108220,Times of Malta,https://timesofmalta.com,Coming soon: Chris Bonett answers your questions about the new traffic measures,"His plan caused a stir, and now he sits down with Times Talk to clear the air",Times of Malta,15/04/2025,"The traffic plan Chris Bonett rolled out last month got everyone talking, which is why Times Talk sat down with him this week to clear the air on who will be eligible for the more controversial grants and to ask him to what extent the plan will sort out the traffic jam situation in the longer run. What if people take up the €25,000 offer, give up their car and then take a cab everywhere? Wouldn't that mean no cars were effectively taken off the roads?  And what if most people who take up that offer are elderly who were about to stop driving soon anyway, or people who seldom use their car, or drive only in their neighbourhood or village? These people are not causing the traffic problem, so they will hardly solve congestions by giving up their licence and taking the hefty grant. And is he comfortable asking young people to switch to motorcycles instead of cars? Would he want his own children riding motorbikes on roads often that are often dangerous? In the podcast, which will be released on Wednesday, Bonett acknowledged he will likely not solve the traffic problems but vowed to bring about a culture shift in the way people travel. He said that while immediate solutions are hard to come by, these are only short-term measures to tackle Malta's traffic woes, and a broader, mass transportation system is needed in the long term. Bonett said he would like people to rethink their relationship with cars, and fincnacial incentives are one way he wants to get there. ""Even if one person takes up a scheme that would already be an improvement,"" he said. He said he is ready to consider other options but remains firm on not introducing measures that discourage people from using their cars. ""Every time the government tried to force people to do something, it didn't work,"" he said. ""We must get people on board."" The full Times Talk podcast with that interview will be released on Times of Malta, YouTube, Spotify, Apple Podcasts, and social media on Wednesday.",https://cdn-attachments.timesofmalta.com/57d0e449b7fa15c9da3796c9add25ad71854c9d2-1744711666-254c6f38-1920x1280.png,Times Talk with Chris Bonett will be released on Wednesday. Photo: Karl Andrew Micallef,2025-07-03 15:04:06.217979+00,"{National,Podcast,Timestalk,Traffic,Transport}",{}
1509,https://timesofmalta.com/article/marsaxlokk-councillor-pushes-partly-pedestrianised-seafront.1108827,Times of Malta,https://timesofmalta.com,Marsaxlokk councillor pushes for partly pedestrianised seafront,Plan would see busiest part of Xatt is-Sajjieda closed to traffic,Matthew Bonanno,01/05/2025,"An independent member of Marsaxlokk's local council is pushing for a plan to fast-track the pedestrianisation of the town's seafront road. The plan, initially proposed in the Labour council's manifesto in 2024, would see the entire length of Xatt is-Sajjieda closed to traffic at the weekends. But this plan hinges on a long-planned construction of a new road connecting Triq Lepanto with Triq il-Kavallerizza in the south of the town, which would allow for traffic to be easily diverted away from the seafront. Construction of the road may now proceed, after the Planning Authority gave the go-ahead for the relocation of an old barumbara - a structure intended to house pigeons or doves - overlooking the proposed road. However, independent councillor Matthew Bugeja told Times of Malta that the council should not wait for the removal of the barumbara and the construction of the road, which could take years. Moreover, several environmental and conservation NGOs have come out against the relocation of the building, arguing that the project will damage its historical integrity and set a dangerous precedent for conservation. In the meantime, Bugeja has proposed an alternative plan for this summer that would serve as a pilot project to show the government that the idea is viable. This would involve only the partial pedestrianisation of Xatt Is-Sajjieda in the evenings, a 200-metre area stretching from the intersection with Triq Duncan to that with Triq San Frangisk. Traffic would be diverted away from the road via Triq Barthelemy and Triq San Frangisk, before rejoining Xatt is-Sajjieda. Cars would be able to park in the car park behind the football pitch.  in Gozo with all the tables and chairs. We don't want that,"" he warned.",https://cdn-attachments.timesofmalta.com/f3d6db1eff0eae193abe425313fc788822b8f3cf-1745764276-858aee7b-1920x1280.jpg,"Bugeja’s plan, showing the area that would be pedestrianised in blue, and the diversion for cars in red.",2025-07-03 15:02:40.866158+00,"{""Local Councils"",Marsaxlokk,National,Traffic}",{}
1388,https://timesofmalta.com/article/traffic-disruptions-st-julian-sliema-amid-ongoing-cable-works.1109252,Times of Malta,https://timesofmalta.com,"Traffic disruptions in St Julian's, Sliema amid ongoing cable works",Part of Censu Tabone Street closed until May 16,Emma Borg,06/05/2025,"A stretch of Censu Tabone Street, from St Julian's to Sliema, has been closed to traffic due to underground cabling works, sparking traffic disruptions in the area. The works are being carried out by Enemalta to strengthen the electricity distribution system.  Work began on a section of Tower Road in Sliema on Monday. Traffic coming from the direction of St Julian's is being diverted through Triq Anglu Mikiel Borg, although vehicles coming from Sliema are not affected. A motorist described the situation on Monday night and Tuesday morning as ""chaotic,"" saying traffic from St Julian's to Sliema, from the Spinola Love Sign all the way through Regional Road, was spilling out into all possible exits. A lot of the traffic chaos appears to be centred near the Neptunes Waterpolo pitch.  By noon on Tuesday, however, traffic in the area had begun to ease and had become more localised.",https://cdn-attachments.timesofmalta.com/15c2eb1ed94628023543d8de921aaf6cac7b1bda-1746528910-52b241a8-1920x1280.jpg,It's no entry from the road next to Love Monument in Spinola.,2025-07-03 15:02:09.470511+00,"{National,Sliema,""St Julian’S"",Traffic}",{}
1274,https://timesofmalta.com/article/stuck-truck-bay-street-bridge-causes-traffic-possible-damage.1109603,Times of Malta,https://timesofmalta.com,Stuck truck under Bay Street Bridge causes traffic chaos,Accident prompts safety closure and risk assessment of bridge,Emma Borg,13/05/2025,"Updated 11.50am A truck which got stuck under the Bay Street bridge on Tuesday caused heavy traffic and could potentially cause damage to the structure, a Transport Malta official confirmed.  On Tuesday morning, commuters in St Julian's experienced unusually heavy traffic. This was due to ongoing cabling works by Enemalta and a truck that accidentally got lodged beneath the Bay Street bridge in Paceville. Transport Malta shared a photo of the stuck truck on social media, along with the caption: ""Triq Santu Wistin, in the direction of St George's Bay in St Julian's, is currently temporarily closed due to a truck blocking the passage. Transport Malta is monitoring the situation and will provide updates as soon as the road is reopened to traffic.""  The situation caused significant congestion throughout the area. The traffic chaos was subsiding by 11.15am. Traffic in the area is being exacerbated by Enemalta's cabling works across various parts of St Julian's. An Enemalta spokesperson confirmed that Triq Elija Zammit and Triq Is-Swieqi,  part of Triq Santu Wistin and part of Triq Gort are closed. These closures are necessary for the expansion of the electrical distribution system. Alternative Routes and Diversions Transport Malta has issued the following traffic diversions for drivers: From Pembroke towards St George's Bay: Access is only available via Triq il-Professor Walter Ganado. From Pender Gardens towards St George's Bay: Option 1: Take Triq Gort, then Triq Sant Andrija (direction Pembroke). Turn left onto Triq is-Sirk, continue to Triq Migbed, and proceed to Triq is-Swieqi. Option 2: From Triq Gort and Triq Sant Andrija (direction Pembroke), take a right at the hairpin turn to loop back down to Triq Sant Andrija. Then turn left onto Triq il-Professor Walter Ganado and continue to Ix-Xatt ta' San Gorg. Option 3: From Triq Gort and Triq Sant Andrija (direction Valletta), turn left onto the slip road at Triq Mikiel Ang Borg. Make a U-turn towards Triq il-Baltiku, turn left again onto Triq Sant Andrija (direction Pembroke), then take a left onto Triq il-Marbat leading to Triq is-Swieqi. From Valletta towards St George's Bay: Follow Triq Sant Andrija (direction Pembroke), then turn left onto Triq il-Marbat, which leads to Triq is-Swieqi.",https://cdn-attachments.timesofmalta.com/208d918e91b84982909ca544c0b1b8240f4ebe4a-1747125515-c1687f61-1920x1280.jpg,Triq Santu Wistin in St Julians Photo: Jonathan Borg,2025-07-03 15:01:37.272105+00,"{National,""St Julian’S"",Traffic}",{}
