id,date_of_accident,num_people_involved,num_drivers,driver_ages,driver_genders,injury_severities,num_vehicles_involved,vehicle_types,road_conditions,human_factors,infrastructure,road_name,locality
38,,2,1,[29],['male'],"['grievous', 'none']",1,['car'],[],[],[],Luqa Road,Paola
39,,2,1,[82],['male'],"['none', 'grievous']",1,['car'],[],[],[],Triq Marsalforn,"Zebbug, Gozo"
40,,1,1,[36],['male'],['dead'],1,['motorcycle'],[],[],[],Mikiel Anton Vassalli Street,Msida
41,,2,2,"[42, 39]","['female', 'male']","['none', 'grievous']",2,"['car', 'motorcycle']",[],[],[],Valley Road,Iklin
42,,2,2,"[32, 45]","['male', 'male']","['none', 'grievous']",2,"['car', 'motorcycle']",[],[],[],Triq Hompesch,Fgura
43,,2,1,[54],['female'],"['grievous', 'none']",1,['car'],[],[],[],Triq Sant'Antnin,Marsascala
44,,2,2,"[22, 27]","['male', 'male']","['none', 'dead']",2,"['car', 'motorcycle']",[],[],[],Triq Sant'Andrija,Pembroke
45,,1,1,[22],['male'],['grievous'],1,['car'],[],[],[],Triq Borg Gharib,Ghajnsielem
46,,2,2,"[37, 39]","['male', 'female']","['serious', 'none']",2,"['bus', 'van']",[],[],[],Triq Mikiel Anton Vassalli,St Julian's
47,,2,2,"[34, 59]","['male', 'male']","['grievous', 'grievous']",2,"['car', 'motorcycle']",[],[],[],,
48,,1,1,[21],['male'],['serious'],1,['car'],[],[],[],Giorgio Borg Olivier Street,"Victoria, Gozo"
49,,6,2,"[39, 81]","['male', 'male']","['slight', 'slight', 'slight', 'slight', 'slight', 'slight']",2,"['bus', 'car']",[],[],[],Coast Road,Naxxar
50,,2,2,"[45, 34]","['female', 'male']","['none', 'grievous']",2,"['car', 'motorcycle']",[],[],[],Triq il-Fortizza tal-Mosta,Naxxar
51,,1,1,[21],['male'],['grievous'],2,"['motorcycle', 'car']",[],[],[],Kennedy Drive,St Paul's Bay
52,,2,1,[84],['male'],"['grievous', 'none']",1,['car'],[],[],[],Triq il-Kappella Ta' Xaghra,Naxxar
53,,1,1,[33],['male'],['grievous'],1,['motorcycle'],[],[],[],Mosta Road,Mgarr
54,,2,2,"[46, 30]","['male', 'male']","['grievous', 'none']",2,"['motorcycle', 'car']",[],[],[],Coast Road,Naxxar
55,,3,4,"[48, 60, 23, 45]","['male', 'male', 'male', 'male']","['grievous', 'grievous', 'grievous']",4,"['motorcycle', 'car', 'van', 'motorcycle']",[],[],[],,
56,,1,2,"[62, 25]","['female', 'male']",['grievous'],2,"['motorcycle', 'truck']",[],[],[],Triq il-Hotba,Zejtun
57,,1,2,"[44, 53]","['female', 'male']",['serious'],2,"['car', 'motorcycle']",[],[],[],Coast Road,Naxxar
58,,1,1,[64],['female'],['grievous'],1,['car'],[],[],[],Republic Street,"Victoria, Gozo"
59,,2,1,[28],['male'],"['none', 'grievous']",1,['car'],[],[],[],Mikiel Anton Vassalli Street,St Julian's
60,,1,1,[35],['male'],['dead'],1,['motorcycle'],[],[],[],St Paul's Bay Bypass,St Paul's Bay
61,,1,2,"[46, 54]","['male', 'male']",['serious'],2,"['motorcycle', 'car']",[],[],[],Triq iz-Zejfa,Mosta
62,,1,2,"[65, 37]","['male', 'male']",['grievous'],2,"['car', 'motorcycle']",[],[],[],Aldo Moro Street,Marsa
63,,1,1,[23],['female'],['grievous'],1,['car'],[],[],[],Triq il-Kannizzata,Balzan
64,,1,2,"[33, 32]","['male', 'male']",['grievous'],2,"['bicycle', 'truck']",[],[],[],Tal-Balal Road,San Gwann
65,,1,2,"[40, 45]","['male', 'male']",['grievous'],2,"['car', 'motorcycle']",[],[],[],Mikiel Anton Vassalli Street,Msida
66,,1,1,[58],['male'],['grievous'],1,['motorcycle'],[],[],[],Republic Street,"Victoria, Gozo"
67,,1,1,[52],['male'],['grievous'],1,['car'],[],[],[],Triq ix-Xatt Ta' Xbiex,Ta' Xbiex
68,,4,4,"[31, 40, 29, 27]","['male', 'male', 'male', 'female']","['serious', 'slight', 'none', 'none']",4,"['motorcycle', 'motorcycle', 'motorcycle', 'car']",[],[],[],Salini Street,Naxxar
69,,1,1,[76],['male'],['grievous'],1,['car'],[],[],[],Triq Tas-Sliema,Gzira
70,,2,1,[40],['male'],"['grievous', 'serious']",1,['motorcycle'],[],[],[],Triq San Anard,Tarxien
71,,2,2,"[54, 63]","['male', 'male']","['none', 'serious']",2,"['car', 'motorcycle']",[],[],[],Triq L-Imgarr,Mgarr
72,,1,2,"[50, 55]","['male', 'male']",['grievous'],2,"['motorcycle', 'car']",[],[],[],Triq il-Kilpa,Siggiewi
73,,2,2,"[58, 66]","['female', 'male']","['grievous', 'grievous']",2,"['car', 'motorcycle']",[],[],[],Triq Alfredo Cachia Zammit,Zejtun
74,,1,1,[24],['male'],['grievous'],1,['car'],[],[],[],Triq Dun Manwel Zammit,Siggiewi
75,,2,2,"[24, 35]","['male', 'male']","['slight', 'grievous']",2,"['motorcycle', 'motorcycle']",[],[],[],Triq Ix-Xatt,Gzira
76,,1,2,"[41, 36]","['male', 'female']",['grievous'],2,"['car', 'car']",[],[],[],Birzebbuga Road,Birzebbuga
77,,1,1,[65],['male'],['grievous'],1,['motorcycle'],[],[],[],Salina Road,Naxxar
78,,1,2,"[54, 62]","['female', 'male']",['grievous'],2,"['car', 'motorcycle']",[],[],[],St Joseph High Road,Hamrun
79,,1,1,[44],['male'],['grievous'],1,['car'],[],[],[],Triq il-Palma,Paola
80,,2,3,"[21, 21, 30]","['male', 'female', 'male']","['grievous', 'grievous']",3,"['motorcycle', 'car', 'motorcycle']",[],[],[],,
81,,4,3,"[38, 43, 67]","['male', 'male', 'male']","['dead', 'unknown', 'unknown', 'unknown']",3,"['van', 'car', 'bicycle']",[],[],[],Triq Villabate,Marsascala
82,,2,2,"[34, 30]","['male', 'male']","['grievous', 'unknown']",2,"['motorcycle', 'motorcycle']",[],[],[],Triq L-Gharb,Gharb
83,,1,1,[48],['female'],['grievous'],1,['car'],[],[],[],Triq E. Bradford corner with Triq il-Kappella tax-Xaghra,Naxxar
84,,3,1,[20],['female'],"['grievous', 'dead', 'none']",1,['truck'],[],[],[],Triq Hompesh,Fgura
85,,7,2,"[23, 77]","['female', 'male']","['serious', 'dead', 'grievous', 'grievous', 'unknown', 'unknown', 'unknown']",2,"['car', 'car']",[],[],[],Hompesch Street,Fgura
86,,2,1,[22],['male'],"['serious', 'none']",1,['car'],[],[],[],Triq ic-Cern,Bugibba
87,,1,2,"[53, 47]","['female', 'male']",['grievous'],2,"['car', 'motorcycle']",[],[],[],Triq L-Imgarr,Qala
88,,1,1,[19],['male'],['grievous'],1,['car'],[],[],[],Blue Grotto Avenue,Zurrieq
89,,3,2,"[50, 23]","['female', 'male']","['grievous', 'slight', 'grievous']",2,"['car', 'motorcycle']",[],[],[],,
90,,1,1,[26],['male'],['grievous'],1,['motorcycle'],[],[],[],Triq Kordin,Paola
91,,1,1,[52],['male'],['serious'],2,"['car', 'car']",[],[],[],Triq il-Marfa,Mellieha
92,,1,1,[59],['male'],['grievous'],1,['van'],[],[],[],Triq Ghar Dalam,Birzebbugia
93,,1,2,"[34, 38]","['female', 'male']",['grievous'],2,"['car', 'car']",[],[],[],Triq Ta' Lawrenti,Siggiewi
94,,1,2,"[36, 71]","['female', 'male']",['grievous'],2,"['motorcycle', 'car']",[],[],[],Triq Sant' Andrija,St Julian's
95,,2,1,[57],['male'],"['serious', 'none']",2,"['car', 'motorcycle']",[],[],[],Triq Sir Anthony Mamo,Birkirkara
96,,1,2,"[19, 31]","['female', 'male']",['serious'],2,"['car', 'motorcycle']",[],[],[],Triq Zaghfran,H'Attard
97,,3,2,"[74, 33]","['male', 'male']","['slight', 'slight', 'grievous']",2,"['car', 'car']",[],[],[],Triq ix-Xaghra,Xaghra
98,,1,2,"[30, 35]","['male', 'male']",['grievous'],2,"['van', 'motorcycle']",[],[],[],Triq Melqart,Marsaxlokk
99,,1,1,[68],['male'],['grievous'],1,['truck'],[],[],[],Cottoner Avenue,Fgura
100,,2,1,[25],['male'],"['grievous', 'grievous']",1,['van'],[],[],[],Triq ir-Rabat,"Zebbug, Gozo"
101,,1,1,[54],['male'],['dead'],1,['motorcycle'],[],[],[],Dawret San Pawl,St Paul's Bay
102,,3,2,"[None, 25]","['na', 'female']","['grievous', 'grievous', 'slight']",2,"['car', 'car']",[],['speeding'],[],Triq is-Sorijiet,Tarxien
103,,2,1,[35],['male'],"['none', 'grievous']",1,['car'],[],[],[],Triq Marsaxlokk,Marsaxlokk
104,,2,2,"[32, 28]","['na', 'na']","['none', 'grievous']",2,"['car', 'motorcycle']",[],[],[],Attard Road,Zebbug
105,,2,2,"[47, 51]","['na', 'na']","['none', 'grievous']",2,"['car', 'motorcycle']",[],[],[],Triq Rodolfu,Sliema
106,,2,1,[52],['na'],"['grievous', 'none']",2,"['car', 'pedestrian']",[],[],[],Pinto Wharf,Floriana
107,,1,1,[52],['male'],['grievous'],1,['motorcycle'],[],[],[],Vjal L-Istadium Nazzjonali,Attard
108,,1,1,[78],['female'],['grievous'],2,"['car', 'truck']",[],[],[],Triq il-Germanja,Naxxar
109,,3,1,[59],['na'],"['slight', 'grievous', 'none']",1,['car'],[],[],[],Vjal il-Helsien,Zebbug
110,,2,2,"[41, 17]","['male', 'male']","['none', 'grievous']",2,"['car', 'e-scooter']",[],[],[],Triq il-Wied ta' Birkirkara,Birkirkara
111,,2,1,[62],['na'],"['grievous', 'grievous']",2,"['van', 'car']",[],[],[],St Luke's Square,Gwardamanga
